Order ID,Order Date,Delivery Date,Store ID,Store Type,Region,City,State,Postal Code,Customer ID,Customer Name,Loyalty Member,Transaction Channel,Payment Method,Product ID,Category,Sub-Category,Product Name,Quantity,Unit Price,Sales,Discount,Profit,Supplier
OR-100634,2023-10-29,2023-10-31,ST-137,Supercenter,South,Philadelphia,State Philadelphia,89453,CU-10244,Customer 21,Yes,In-Store,Debit Card,PR-277561,Electronics,Batteries,Batteries Item 456,2,75.73,151.46,0.0,3.27,Local Farm
OR-100635,2023-08-07,2023-08-13,ST-869,Supercenter,East,Houston,State Houston,55650,CU-26352,Customer 794,No,Online,Cash,PR-780516,Groceries,Frozen,Frozen Item 87,6,40.9,245.4,0.0,59.97,Distributor X
OR-100636,2023-12-12,2023-12-18,ST-138,Convenience,Central,Houston,State Houston,60808,CU-50667,Customer 307,No,In-Store,Debit Card,PR-106611,Electronics,Batteries,Batteries Item 67,8,70.66,565.28,0.0,59.12,Distributor X
OR-100637,2023-11-06,2023-11-07,ST-920,Neighborhood,Central,Chicago,State Chicago,16862,CU-70721,Customer 72,No,Online,Mobile Wallet,PR-191788,Household,Cleaning Supplies,Cleaning Supplies Item 126,3,47.85,143.55,0.0,4.12,Distributor X
OR-100638,2023-11-06,2023-11-11,ST-894,Supercenter,South,San Antonio,State San,50160,CU-57366,Customer 643,No,Online,Mobile Wallet,PR-334729,Personal Care,Toiletries,Toiletries Item 165,4,147.45,589.8,0.0,39.29,Supplier A
OR-100639,2023-05-04,2023-05-07,ST-546,Supercenter,South,Houston,State Houston,94816,CU-54528,Customer 561,No,In-Store,Debit Card,PR-839443,Groceries,Bakery,Bakery Item 288,9,146.8,1321.2,0.2,122.33,Distributor X
OR-100640,2023-01-23,2023-01-23,ST-758,Neighborhood,North,San Antonio,State San,98954,CU-31725,Customer 855,Yes,Online,Credit Card,PR-120557,Electronics,Small Appliances,Small Appliances Item 495,3,48.28,144.84,0.0,11.65,Supplier B
OR-100641,2024-04-08,2024-04-14,ST-283,Supercenter,North,San Diego,State San,15349,CU-93137,Customer 1486,No,In-Store,Mobile Wallet,PR-926395,Pharmacy,First Aid,First Aid Item 2,6,107.92,647.52,0.0,135.24,Supplier A
OR-100642,2023-03-25,2023-03-30,ST-235,Convenience,Central,Houston,State Houston,10908,CU-15302,Customer 1733,No,Online,Credit Card,PR-573875,Electronics,Batteries,Batteries Item 414,8,10.25,82.0,0.0,7.07,Supplier B
OR-100643,2023-10-22,2023-10-28,ST-568,Supercenter,North,New York,State New,85976,CU-49823,Customer 547,No,In-Store,Mobile Wallet,PR-279810,Electronics,Batteries,Batteries Item 18,5,42.39,211.95,0.0,43.02,Supplier B
OR-100644,2023-06-26,2023-06-29,ST-867,Supercenter,East,Phoenix,State Phoenix,85973,CU-65240,Customer 1481,No,In-Store,Debit Card,PR-688212,Personal Care,Hair Care,Hair Care Item 383,1,67.1,67.1,0.15,7.2,Supplier B
OR-100645,2023-02-08,2023-02-09,ST-918,Supercenter,North,San Antonio,State San,29416,CU-40755,Customer 1856,Yes,Online,Credit Card,PR-576684,Household,Cookware,Cookware Item 496,1,56.71,56.71,0.05,7.21,Supplier A
OR-100646,2023-06-30,2023-07-04,ST-910,Convenience,South,Houston,State Houston,36162,CU-58226,Customer 616,No,In-Store,Cash,PR-780047,Pharmacy,First Aid,First Aid Item 244,5,100.24,501.2,0.0,92.63,Supplier C
OR-100647,2024-07-14,2024-07-19,ST-256,Supercenter,Central,Phoenix,State Phoenix,53168,CU-88629,Customer 125,No,Online,Debit Card,PR-874769,Pharmacy,OTC Medicines,OTC Medicines Item 436,8,134.64,1077.12,0.15,223.94,Supplier C
OR-100648,2023-08-21,2023-08-21,ST-392,Supercenter,West,Chicago,State Chicago,98290,CU-41514,Customer 175,No,In-Store,Mobile Wallet,PR-329164,Pharmacy,OTC Medicines,OTC Medicines Item 2,2,29.46,58.92,0.0,8.12,Supplier B
OR-100649,2023-04-17,2023-04-20,ST-254,Supercenter,Central,San Diego,State San,64240,CU-25372,Customer 1321,No,In-Store,Credit Card,PR-269259,Electronics,Small Appliances,Small Appliances Item 413,3,40.37,121.11,0.2,5.5,Supplier A
OR-100650,2024-08-15,2024-08-18,ST-247,Convenience,South,San Antonio,State San,26488,CU-57458,Customer 1260,No,Online,Mobile Wallet,PR-480665,Personal Care,Oral Care,Oral Care Item 235,7,77.41,541.87,0.05,119.96,Local Farm
OR-100651,2024-10-28,2024-10-31,ST-339,Supercenter,West,San Antonio,State San,85801,CU-23305,Customer 570,Yes,Click & Collect,Cash,PR-586476,Household,Cleaning Supplies,Cleaning Supplies Item 361,4,7.76,31.04,0.05,6.02,Distributor X
OR-100652,2023-09-24,2023-09-28,ST-127,Supercenter,East,Philadelphia,State Philadelphia,73238,CU-26603,Customer 406,Yes,In-Store,Debit Card,PR-403895,Personal Care,Oral Care,Oral Care Item 134,6,72.86,437.16,0.2,77.31,Supplier B
OR-100653,2023-12-17,2023-12-23,ST-539,Convenience,West,San Diego,State San,19953,CU-27959,Customer 1899,No,In-Store,Debit Card,PR-162708,Household,Cookware,Cookware Item 428,2,42.55,85.1,0.2,2.2,Distributor X
OR-100654,2023-12-25,2023-12-26,ST-577,Supercenter,South,Phoenix,State Phoenix,69799,CU-59979,Customer 890,Yes,In-Store,Debit Card,PR-514546,Groceries,Dairy,Dairy Item 444,1,35.29,35.29,0.0,7.79,Supplier A
OR-100655,2023-10-13,2023-10-18,ST-709,Supercenter,South,San Diego,State San,79918,CU-41821,Customer 1370,Yes,Online,Mobile Wallet,PR-576015,Electronics,Gadgets,Gadgets Item 158,9,21.74,195.66,0.05,42.41,Local Farm
OR-100656,2023-04-12,2023-04-17,ST-219,Supercenter,South,Chicago,State Chicago,30128,CU-77474,Customer 1767,No,Click & Collect,Mobile Wallet,PR-886872,Electronics,Batteries,Batteries Item 131,8,15.5,124.0,0.05,26.2,Local Farm
OR-100657,2024-07-12,2024-07-14,ST-756,Express,North,Los Angeles,State Los,37503,CU-81458,Customer 1024,Yes,Online,Debit Card,PR-670900,Groceries,Bakery,Bakery Item 387,2,77.2,154.4,0.1,27.61,Distributor X
OR-100658,2024-02-06,2024-02-10,ST-860,Supercenter,North,San Diego,State San,94983,CU-27175,Customer 1000,No,Click & Collect,Mobile Wallet,PR-146629,Pharmacy,First Aid,First Aid Item 201,8,142.37,1138.96,0.1,99.02,Supplier C
OR-100659,2024-08-20,2024-08-22,ST-560,Convenience,West,Houston,State Houston,23123,CU-65916,Customer 1217,No,In-Store,Credit Card,PR-655564,Household,Cookware,Cookware Item 124,2,26.93,53.86,0.1,7.25,Local Farm
OR-100660,2023-12-16,2023-12-20,ST-970,Express,East,Houston,State Houston,52723,CU-75283,Customer 517,No,In-Store,Mobile Wallet,PR-802124,Personal Care,Hair Care,Hair Care Item 202,9,44.29,398.61,0.0,76.43,Supplier C
OR-100661,2024-09-25,2024-09-30,ST-572,Supercenter,South,New York,State New,75365,CU-91527,Customer 430,Yes,In-Store,Debit Card,PR-461995,Personal Care,Oral Care,Oral Care Item 26,6,145.94,875.64,0.0,161.73,Supplier A
OR-100662,2024-09-05,2024-09-05,ST-939,Convenience,North,Philadelphia,State Philadelphia,97298,CU-78774,Customer 168,No,Online,Debit Card,PR-770534,Pharmacy,Vitamins,Vitamins Item 413,9,63.98,575.82,0.0,14.23,Supplier B
OR-100663,2023-11-06,2023-11-08,ST-860,Neighborhood,Central,Chicago,State Chicago,72982,CU-85922,Customer 481,Yes,In-Store,Debit Card,PR-732822,Groceries,Beverages,Beverages Item 307,1,49.35,49.35,0.0,11.87,Supplier A
OR-100664,2023-01-13,2023-01-14,ST-456,Neighborhood,South,San Antonio,State San,28687,CU-70669,Customer 1499,Yes,In-Store,Credit Card,PR-222540,Household,Plasticware,Plasticware Item 42,2,37.35,74.7,0.0,5.54,Supplier C
OR-100665,2024-01-02,2024-01-05,ST-819,Supercenter,South,San Antonio,State San,50728,CU-28615,Customer 1023,No,In-Store,Debit Card,PR-702288,Groceries,Fresh Produce,Fresh Produce Item 407,9,65.04,585.36,0.0,80.76,Supplier A
OR-100666,2023-01-28,2023-02-03,ST-129,Neighborhood,Central,Philadelphia,State Philadelphia,99690,CU-52082,Customer 1923,Yes,Click & Collect,Cash,PR-639677,Electronics,Small Appliances,Small Appliances Item 412,6,148.82,892.92,0.0,43.85,Local Farm
OR-100667,2024-03-19,2024-03-23,ST-415,Supercenter,West,Chicago,State Chicago,27903,CU-15285,Customer 1676,Yes,Click & Collect,Mobile Wallet,PR-984336,Electronics,Batteries,Batteries Item 112,1,0.97,0.97,0.2,0.12,Supplier B
OR-100668,2024-05-25,2024-05-30,ST-455,Supercenter,South,Chicago,State Chicago,41661,CU-19675,Customer 1527,No,Click & Collect,Mobile Wallet,PR-117184,Groceries,Beverages,Beverages Item 493,4,70.46,281.84,0.0,47.74,Supplier B
OR-100669,2024-03-04,2024-03-04,ST-889,Express,South,Los Angeles,State Los,62474,CU-94511,Customer 1474,No,Online,Mobile Wallet,PR-175911,Household,Cookware,Cookware Item 294,9,78.96,710.64,0.0,78.26,Supplier C
OR-100670,2024-03-03,2024-03-09,ST-911,Convenience,West,Philadelphia,State Philadelphia,31346,CU-52448,Customer 1909,No,In-Store,Debit Card,PR-729742,Electronics,Gadgets,Gadgets Item 161,8,71.11,568.88,0.0,80.69,Local Farm
OR-100671,2023-01-13,2023-01-15,ST-647,Supercenter,North,Los Angeles,State Los,89741,CU-32444,Customer 1514,No,Click & Collect,Credit Card,PR-629740,Groceries,Fresh Produce,Fresh Produce Item 390,6,82.39,494.34,0.05,19.23,Supplier B
OR-100672,2023-01-19,2023-01-21,ST-827,Express,West,Los Angeles,State Los,81074,CU-57475,Customer 832,Yes,In-Store,Debit Card,PR-732909,Pharmacy,First Aid,First Aid Item 63,9,52.57,473.13,0.0,65.1,Local Farm
OR-100673,2023-06-23,2023-06-29,ST-348,Supercenter,North,Chicago,State Chicago,48174,CU-34680,Customer 694,No,In-Store,Debit Card,PR-801486,Electronics,Small Appliances,Small Appliances Item 312,5,46.0,230.0,0.05,46.96,Distributor X
OR-100674,2024-07-06,2024-07-09,ST-266,Convenience,West,San Antonio,State San,28680,CU-71050,Customer 1610,No,In-Store,Debit Card,PR-273412,Household,Plasticware,Plasticware Item 342,3,69.09,207.27,0.2,18.28,Local Farm
OR-100675,2023-12-12,2023-12-13,ST-682,Supercenter,North,San Diego,State San,63270,CU-11711,Customer 1226,Yes,In-Store,Mobile Wallet,PR-868026,Pharmacy,Vitamins,Vitamins Item 494,1,132.37,132.37,0.0,20.58,Local Farm
OR-100676,2023-03-25,2023-03-28,ST-970,Supercenter,South,New York,State New,46719,CU-85093,Customer 753,Yes,Click & Collect,Mobile Wallet,PR-552669,Electronics,Gadgets,Gadgets Item 447,7,142.63,998.41,0.0,23.38,Supplier B
OR-100677,2023-12-13,2023-12-18,ST-922,Express,South,New York,State New,22803,CU-56491,Customer 878,Yes,In-Store,Credit Card,PR-743107,Electronics,Small Appliances,Small Appliances Item 258,7,131.84,922.88,0.0,25.35,Supplier A
OR-100678,2024-01-01,2024-01-02,ST-958,Convenience,North,Los Angeles,State Los,93533,CU-83905,Customer 1881,Yes,In-Store,Mobile Wallet,PR-572803,Pharmacy,First Aid,First Aid Item 359,3,99.5,298.5,0.0,44.07,Supplier B
OR-100679,2024-09-26,2024-09-27,ST-243,Supercenter,South,Houston,State Houston,48698,CU-50324,Customer 1890,Yes,In-Store,Cash,PR-909816,Pharmacy,Vitamins,Vitamins Item 10,8,78.91,631.28,0.2,74.31,Supplier C
OR-100680,2023-12-06,2023-12-06,ST-543,Neighborhood,South,New York,State New,78344,CU-55414,Customer 1392,No,In-Store,Credit Card,PR-366441,Pharmacy,Vitamins,Vitamins Item 475,8,12.33,98.64,0.05,2.27,Supplier A
OR-100681,2024-07-18,2024-07-22,ST-291,Supercenter,North,Chicago,State Chicago,93323,CU-22204,Customer 1713,No,Click & Collect,Cash,PR-784736,Pharmacy,Vitamins,Vitamins Item 19,1,28.31,28.31,0.15,5.89,Supplier B
OR-100682,2023-07-23,2023-07-25,ST-399,Convenience,Central,San Antonio,State San,79537,CU-69817,Customer 46,No,In-Store,Debit Card,PR-799400,Pharmacy,OTC Medicines,OTC Medicines Item 287,6,100.36,602.16,0.1,31.3,Supplier B
OR-100683,2023-06-06,2023-06-12,ST-856,Express,West,Los Angeles,State Los,51277,CU-68473,Customer 1857,No,Click & Collect,Credit Card,PR-218384,Personal Care,Toiletries,Toiletries Item 458,9,51.17,460.53,0.1,20.75,Supplier C
OR-100684,2023-08-31,2023-09-03,ST-380,Supercenter,East,Phoenix,State Phoenix,58566,CU-82354,Customer 1814,Yes,In-Store,Debit Card,PR-973055,Household,Cookware,Cookware Item 12,6,81.14,486.84,0.1,41.14,Distributor X
OR-100685,2023-11-03,2023-11-06,ST-551,Express,Central,New York,State New,19765,CU-26442,Customer 301,Yes,In-Store,Credit Card,PR-110002,Household,Plasticware,Plasticware Item 18,4,19.72,78.88,0.05,10.22,Supplier C
OR-100686,2024-03-11,2024-03-12,ST-321,Neighborhood,South,San Antonio,State San,44094,CU-37215,Customer 1799,No,In-Store,Cash,PR-441180,Groceries,Frozen,Frozen Item 15,8,70.97,567.76,0.1,44.49,Supplier C
OR-100687,2023-02-05,2023-02-11,ST-116,Supercenter,South,San Antonio,State San,68360,CU-67033,Customer 476,No,In-Store,Credit Card,PR-575634,Personal Care,Toiletries,Toiletries Item 113,3,91.11,273.33,0.15,22.79,Supplier B
OR-100688,2024-06-05,2024-06-09,ST-743,Supercenter,West,Los Angeles,State Los,30773,CU-39164,Customer 499,Yes,In-Store,Debit Card,PR-984907,Groceries,Bakery,Bakery Item 482,5,37.52,187.6,0.1,19.11,Local Farm
OR-100689,2023-06-07,2023-06-08,ST-852,Neighborhood,North,Los Angeles,State Los,77346,CU-94297,Customer 512,No,In-Store,Mobile Wallet,PR-390706,Household,Cleaning Supplies,Cleaning Supplies Item 493,3,54.44,163.32,0.05,8.56,Supplier B
OR-100690,2024-09-11,2024-09-17,ST-624,Supercenter,South,San Diego,State San,44072,CU-69021,Customer 1212,No,In-Store,Mobile Wallet,PR-500498,Electronics,Batteries,Batteries Item 297,8,139.45,1115.6,0.0,68.5,Supplier B
OR-100691,2023-03-23,2023-03-29,ST-329,Supercenter,West,Houston,State Houston,36044,CU-69618,Customer 371,Yes,Click & Collect,Debit Card,PR-880342,Household,Paper Products,Paper Products Item 30,4,32.61,130.44,0.1,13.7,Supplier C
OR-100692,2023-08-08,2023-08-09,ST-558,Supercenter,East,New York,State New,64913,CU-25729,Customer 331,No,Click & Collect,Credit Card,PR-421546,Household,Cleaning Supplies,Cleaning Supplies Item 390,4,3.53,14.12,0.05,2.31,Supplier B
OR-100693,2023-08-12,2023-08-12,ST-808,Supercenter,West,Philadelphia,State Philadelphia,62129,CU-25305,Customer 554,No,In-Store,Credit Card,PR-579425,Electronics,Small Appliances,Small Appliances Item 412,4,12.59,50.36,0.15,9.31,Distributor X
OR-100694,2024-06-23,2024-06-24,ST-519,Supercenter,East,San Diego,State San,51721,CU-38255,Customer 1146,No,Online,Mobile Wallet,PR-462803,Household,Paper Products,Paper Products Item 166,6,58.91,353.46,0.15,23.05,Supplier B
OR-100695,2023-04-05,2023-04-08,ST-107,Supercenter,North,Houston,State Houston,56840,CU-37912,Customer 783,No,In-Store,Mobile Wallet,PR-400767,Pharmacy,OTC Medicines,OTC Medicines Item 250,9,38.43,345.87,0.1,11.25,Distributor X
OR-100696,2023-12-03,2023-12-04,ST-718,Neighborhood,South,Philadelphia,State Philadelphia,10386,CU-11110,Customer 579,No,In-Store,Debit Card,PR-315192,Personal Care,Toiletries,Toiletries Item 92,3,47.56,142.68,0.0,33.99,Distributor X
OR-100697,2023-09-11,2023-09-14,ST-351,Supercenter,North,Phoenix,State Phoenix,95827,CU-34514,Customer 1365,Yes,In-Store,Cash,PR-631022,Household,Cleaning Supplies,Cleaning Supplies Item 247,7,105.57,738.99,0.0,168.92,Supplier C
OR-100698,2023-01-12,2023-01-17,ST-265,Supercenter,South,Phoenix,State Phoenix,96120,CU-49423,Customer 1855,Yes,In-Store,Cash,PR-977350,Personal Care,Toiletries,Toiletries Item 282,6,94.75,568.5,0.0,20.39,Distributor X
OR-100699,2024-04-21,2024-04-21,ST-775,Supercenter,South,San Diego,State San,91924,CU-97520,Customer 919,No,In-Store,Cash,PR-599479,Groceries,Dairy,Dairy Item 173,5,120.44,602.2,0.2,48.01,Supplier A
OR-100700,2024-05-12,2024-05-12,ST-899,Supercenter,South,Houston,State Houston,40802,CU-76836,Customer 452,Yes,In-Store,Credit Card,PR-701305,Pharmacy,First Aid,First Aid Item 242,5,50.54,252.7,0.0,35.99,Local Farm
OR-100701,2024-02-23,2024-02-27,ST-587,Supercenter,North,Houston,State Houston,32631,CU-37617,Customer 531,No,In-Store,Debit Card,PR-817804,Pharmacy,First Aid,First Aid Item 447,8,92.9,743.2,0.05,77.78,Distributor X
OR-100702,2023-01-08,2023-01-12,ST-617,Neighborhood,Central,Chicago,State Chicago,57310,CU-86830,Customer 1542,No,In-Store,Debit Card,PR-215266,Personal Care,Hair Care,Hair Care Item 110,3,148.41,445.23,0.0,98.51,Supplier B
OR-100703,2023-05-20,2023-05-20,ST-584,Neighborhood,East,San Antonio,State San,73179,CU-91251,Customer 149,Yes,Online,Mobile Wallet,PR-152756,Personal Care,Skincare,Skincare Item 289,8,139.27,1114.16,0.0,215.45,Supplier C
OR-100704,2024-08-12,2024-08-17,ST-801,Supercenter,South,Phoenix,State Phoenix,25065,CU-18382,Customer 148,No,In-Store,Mobile Wallet,PR-899543,Groceries,Bakery,Bakery Item 186,1,116.46,116.46,0.0,11.01,Supplier B
OR-100705,2023-11-01,2023-11-02,ST-248,Express,South,Chicago,State Chicago,26555,CU-29727,Customer 1812,No,In-Store,Mobile Wallet,PR-499122,Pharmacy,First Aid,First Aid Item 480,9,52.34,471.06,0.1,91.78,Distributor X
OR-100706,2023-06-25,2023-07-01,ST-948,Convenience,South,San Diego,State San,85214,CU-34276,Customer 1075,No,Click & Collect,Cash,PR-403374,Pharmacy,OTC Medicines,OTC Medicines Item 164,3,114.39,343.17,0.0,49.01,Local Farm
OR-100707,2023-09-24,2023-09-29,ST-536,Neighborhood,East,Los Angeles,State Los,45847,CU-34550,Customer 246,No,Online,Mobile Wallet,PR-469006,Electronics,Batteries,Batteries Item 351,9,5.1,45.9,0.05,9.95,Supplier A
OR-100708,2024-01-20,2024-01-23,ST-123,Express,Central,Houston,State Houston,44764,CU-47550,Customer 786,No,Online,Cash,PR-153533,Electronics,Batteries,Batteries Item 392,6,85.57,513.42,0.05,97.67,Distributor X
OR-100709,2024-02-16,2024-02-21,ST-803,Supercenter,North,Chicago,State Chicago,81792,CU-76198,Customer 365,No,In-Store,Cash,PR-108367,Groceries,Frozen,Frozen Item 383,5,27.5,137.5,0.0,11.45,Supplier C
OR-100710,2023-06-05,2023-06-11,ST-877,Convenience,East,New York,State New,64812,CU-53610,Customer 177,Yes,Online,Debit Card,PR-282572,Household,Cookware,Cookware Item 262,8,141.44,1131.52,0.0,137.18,Distributor X
OR-100711,2023-09-19,2023-09-21,ST-816,Express,Central,Chicago,State Chicago,84356,CU-92172,Customer 38,Yes,Click & Collect,Credit Card,PR-830074,Household,Plasticware,Plasticware Item 483,5,88.45,442.25,0.0,76.83,Supplier A
OR-100712,2023-08-05,2023-08-07,ST-374,Express,West,San Antonio,State San,41645,CU-47355,Customer 827,No,In-Store,Mobile Wallet,PR-680918,Groceries,Frozen,Frozen Item 1,9,60.27,542.43,0.0,113.28,Distributor X
OR-100713,2024-03-30,2024-04-05,ST-618,Supercenter,West,Los Angeles,State Los,53826,CU-57345,Customer 1646,No,In-Store,Credit Card,PR-197375,Pharmacy,Vitamins,Vitamins Item 144,7,130.08,910.56,0.0,27.47,Supplier B
OR-100714,2024-10-23,2024-10-27,ST-816,Convenience,North,New York,State New,75158,CU-93710,Customer 1161,Yes,In-Store,Cash,PR-132309,Household,Cookware,Cookware Item 52,5,71.53,357.65,0.0,77.33,Local Farm
OR-100715,2024-07-14,2024-07-17,ST-907,Convenience,South,San Diego,State San,39032,CU-60281,Customer 283,No,Online,Cash,PR-154306,Electronics,Batteries,Batteries Item 490,5,120.47,602.35,0.05,50.58,Distributor X
OR-100716,2023-12-27,2023-12-27,ST-177,Supercenter,North,Philadelphia,State Philadelphia,37426,CU-90589,Customer 302,No,In-Store,Mobile Wallet,PR-736925,Groceries,Dairy,Dairy Item 31,2,47.4,94.8,0.0,4.4,Distributor X
OR-100717,2023-01-18,2023-01-24,ST-790,Supercenter,North,Chicago,State Chicago,25115,CU-29072,Customer 283,No,Click & Collect,Cash,PR-379860,Household,Plasticware,Plasticware Item 418,8,76.75,614.0,0.05,119.1,Supplier A
OR-100718,2024-03-19,2024-03-25,ST-693,Supercenter,East,Philadelphia,State Philadelphia,10386,CU-61843,Customer 1259,No,Online,Credit Card,PR-140878,Personal Care,Oral Care,Oral Care Item 456,7,112.8,789.6,0.0,155.48,Supplier A
OR-100719,2023-10-25,2023-10-29,ST-727,Supercenter,South,Los Angeles,State Los,16416,CU-49979,Customer 1730,No,In-Store,Credit Card,PR-490929,Household,Plasticware,Plasticware Item 294,4,67.79,271.16,0.05,32.82,Distributor X
OR-100720,2023-10-14,2023-10-20,ST-864,Express,South,San Antonio,State San,45571,CU-62221,Customer 150,No,In-Store,Mobile Wallet,PR-817654,Groceries,Bakery,Bakery Item 254,2,2.14,4.28,0.0,0.73,Supplier A
OR-100721,2023-05-23,2023-05-27,ST-109,Express,North,Houston,State Houston,25589,CU-16589,Customer 922,Yes,In-Store,Cash,PR-798560,Groceries,Beverages,Beverages Item 484,5,73.56,367.8,0.15,67.04,Supplier C
OR-100722,2023-09-16,2023-09-22,ST-997,Supercenter,East,Phoenix,State Phoenix,34003,CU-31159,Customer 865,No,Online,Cash,PR-921571,Household,Plasticware,Plasticware Item 341,5,39.39,196.95,0.15,23.76,Local Farm
OR-100723,2023-08-05,2023-08-05,ST-985,Supercenter,East,Chicago,State Chicago,58469,CU-24372,Customer 1600,No,Online,Credit Card,PR-230436,Pharmacy,Vitamins,Vitamins Item 113,6,133.09,798.54,0.0,77.0,Supplier A
OR-100724,2023-03-20,2023-03-24,ST-712,Neighborhood,West,Philadelphia,State Philadelphia,79187,CU-33795,Customer 1256,No,In-Store,Credit Card,PR-451771,Pharmacy,First Aid,First Aid Item 89,2,26.55,53.1,0.05,1.3,Distributor X
OR-100725,2024-10-10,2024-10-13,ST-745,Neighborhood,East,Los Angeles,State Los,16259,CU-66751,Customer 1227,No,In-Store,Cash,PR-607099,Electronics,Batteries,Batteries Item 32,1,102.66,102.66,0.0,17.28,Local Farm
OR-100726,2023-06-05,2023-06-10,ST-430,Supercenter,West,Chicago,State Chicago,17393,CU-44142,Customer 1156,No,Click & Collect,Credit Card,PR-824442,Pharmacy,OTC Medicines,OTC Medicines Item 71,1,90.71,90.71,0.0,13.45,Local Farm
OR-100727,2023-04-22,2023-04-24,ST-689,Neighborhood,North,Phoenix,State Phoenix,33424,CU-84005,Customer 1344,No,In-Store,Mobile Wallet,PR-850963,Groceries,Dairy,Dairy Item 21,9,82.28,740.52,0.0,82.7,Supplier B
